"","X","Species","decimalLatitude","decimalLongitude","year","month","basisOfRecord","iucnRedListCategory","year_char","elevation","decimalLongitude.1","decimalLatitude.1","optional"
"1089",1089,"Yellow-bellied Marmot",39.339711,-106.140021,2020,"Jun","HUMAN_OBSERVATION","LC","2020",4127,-106.140021,39.339711,TRUE
"1090",1090,"Yellow-bellied Marmot",40.356089,-105.615806,2020,"Jun","HUMAN_OBSERVATION","LC","2020",2466,-105.615806,40.356089,TRUE
"1091",1091,"Yellow-bellied Marmot",40.412383,-105.733117,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3682,-105.733117,40.412383,TRUE
"1092",1092,"Yellow-bellied Marmot",38.985644,-106.976895,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3645,-106.976895,38.985644,TRUE
"1093",1093,"Yellow-bellied Marmot",38.847814,-106.282708,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3590,-106.282708,38.847814,TRUE
"1094",1094,"Yellow-bellied Marmot",37.4913,-105.881608,2020,"Jun","HUMAN_OBSERVATION","LC","2020",2303,-105.881608,37.4913,TRUE
"1095",1095,"Yellow-bellied Marmot",40.412467,-105.7333,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3682,-105.7333,40.412467,TRUE
"1096",1096,"Yellow-bellied Marmot",38.021151,-107.670715,2020,"Jun","HUMAN_OBSERVATION","LC","2020",2403,-107.670715,38.021151,TRUE
"1097",1097,"Yellow-bellied Marmot",39.590258,-105.688508,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3701,-105.688508,39.590258,TRUE
"1098",1098,"Yellow-bellied Marmot",40.332893,-105.692592,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3398,-105.692592,40.332893,TRUE
"1099",1099,"Yellow-bellied Marmot",40.412503,-105.733008,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3682,-105.733008,40.412503,TRUE
"1100",1100,"Yellow-bellied Marmot",38.958832,-106.987335,2020,"Jun","HUMAN_OBSERVATION","LC","2020",2978,-106.987335,38.958832,TRUE
"1101",1101,"Yellow-bellied Marmot",38.95889,-106.985666,2020,"Jun","HUMAN_OBSERVATION","LC","2020",2978,-106.985666,38.95889,TRUE
"1102",1102,"Yellow-bellied Marmot",40.41243,-105.733345,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3595,-105.733345,40.41243,TRUE
"1103",1103,"Yellow-bellied Marmot",37.849405,-107.441438,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3758,-107.441438,37.849405,TRUE
"1104",1104,"Yellow-bellied Marmot",38.958753,-106.986474,2020,"Jun","HUMAN_OBSERVATION","LC","2020",2978,-106.986474,38.958753,TRUE
"1105",1105,"Yellow-bellied Marmot",38.958715,-106.989736,2020,"Jun","HUMAN_OBSERVATION","LC","2020",2978,-106.989736,38.958715,TRUE
"1106",1106,"Yellow-bellied Marmot",39.717225,-107.299888,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3161,-107.299888,39.717225,TRUE
"1107",1107,"Yellow-bellied Marmot",38.959014,-106.986572,2020,"Jun","HUMAN_OBSERVATION","LC","2020",2978,-106.986572,38.959014,TRUE
"1108",1108,"Yellow-bellied Marmot",40.395874,-105.71372,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3520,-105.71372,40.395874,TRUE
"1109",1109,"Yellow-bellied Marmot",40.098648,-105.616396,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3788,-105.616396,40.098648,TRUE
"1110",1110,"Yellow-bellied Marmot",40.079561,-105.575779,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3188,-105.575779,40.079561,TRUE
"1111",1111,"Yellow-bellied Marmot",39.029951,-108.010225,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3171,-108.010225,39.029951,TRUE
"1112",1112,"Yellow-bellied Marmot",39.626696,-105.757762,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3763,-105.757762,39.626696,TRUE
"1113",1113,"Yellow-bellied Marmot",39.673586,-105.86055,2020,"Jun","HUMAN_OBSERVATION","LC","2020",3883,-105.86055,39.673586,TRUE
"1114",1114,"Yellow-bellied Marmot",38.034975,-107.806874,2020,"Jun","HUMAN_OBSERVATION","LC","2020",2905,-107.806874,38.034975,TRUE
"1115",1115,"Yellow-bellied Marmot",37.122874,-106.421017,2020,"Jun","HUMAN_OBSERVATION","LC","2020",2905,-106.421017,37.122874,TRUE
"1116",1116,"Yellow-bellied Marmot",39.104953,-106.931113,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2914,-106.931113,39.104953,TRUE
"1117",1117,"Yellow-bellied Marmot",40.843106,-105.646902,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2602,-105.646902,40.843106,TRUE
"1118",1118,"Yellow-bellied Marmot",38.958249,-106.987891,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2897,-106.987891,38.958249,TRUE
"1119",1119,"Yellow-bellied Marmot",39.150367,-106.890755,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2611,-106.890755,39.150367,TRUE
"1120",1120,"Yellow-bellied Marmot",40.072738,-106.064018,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2536,-106.064018,40.072738,TRUE
"1121",1121,"Yellow-bellied Marmot",40.843051,-105.647167,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2602,-105.647167,40.843051,TRUE
"1122",1122,"Yellow-bellied Marmot",39.844259,-105.682824,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3712,-105.682824,39.844259,TRUE
"1123",1123,"Yellow-bellied Marmot",39.10495,-106.929903,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2914,-106.929903,39.10495,TRUE
"1124",1124,"Yellow-bellied Marmot",38.958635,-106.987262,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2978,-106.987262,38.958635,TRUE
"1125",1125,"Yellow-bellied Marmot",39.149872,-106.89105,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2796,-106.89105,39.149872,TRUE
"1126",1126,"Yellow-bellied Marmot",40.409092,-105.803309,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3551,-105.803309,40.409092,TRUE
"1127",1127,"Yellow-bellied Marmot",40.395845,-105.71373,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3520,-105.71373,40.395845,TRUE
"1128",1128,"Yellow-bellied Marmot",38.958669,-106.987114,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2978,-106.987114,38.958669,TRUE
"1129",1129,"Yellow-bellied Marmot",38.79161,-107.023464,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2803,-107.023464,38.79161,TRUE
"1130",1130,"Yellow-bellied Marmot",39.851779,-105.691052,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3814,-105.691052,39.851779,TRUE
"1131",1131,"Yellow-bellied Marmot",37.907463,-107.516258,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3975,-107.516258,37.907463,TRUE
"1132",1132,"Yellow-bellied Marmot",40.357337,-105.698573,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3324,-105.698573,40.357337,TRUE
"1133",1133,"Yellow-bellied Marmot",38.842767,-105.049675,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3973,-105.049675,38.842767,TRUE
"1134",1134,"Yellow-bellied Marmot",39.104187,-106.933317,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2914,-106.933317,39.104187,TRUE
"1135",1135,"Yellow-bellied Marmot",39.100381,-106.67195,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3251,-106.67195,39.100381,TRUE
"1136",1136,"Yellow-bellied Marmot",40.39563,-105.712922,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3520,-105.712922,40.39563,TRUE
"1137",1137,"Yellow-bellied Marmot",37.819363,-107.772705,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3688,-107.772705,37.819363,TRUE
"1138",1138,"Yellow-bellied Marmot",37.462609,-106.803969,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3527,-106.803969,37.462609,TRUE
"1139",1139,"Yellow-bellied Marmot",39.621562,-105.792465,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3559,-105.792465,39.621562,TRUE
"1140",1140,"Yellow-bellied Marmot",38.961681,-106.991484,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2978,-106.991484,38.961681,TRUE
"1141",1141,"Yellow-bellied Marmot",40.346047,-105.698538,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3086,-105.698538,40.346047,TRUE
"1142",1142,"Yellow-bellied Marmot",40.412505,-105.732995,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3682,-105.732995,40.412505,TRUE
"1143",1143,"Yellow-bellied Marmot",39.678937,-106.400688,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2843,-106.400688,39.678937,TRUE
"1144",1144,"Yellow-bellied Marmot",40.442337,-105.745317,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3535,-105.745317,40.442337,TRUE
"1145",1145,"Yellow-bellied Marmot",40.41227,-105.733475,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3595,-105.733475,40.41227,TRUE
"1146",1146,"Yellow-bellied Marmot",40.439792,-105.740325,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3397,-105.740325,40.439792,TRUE
"1147",1147,"Yellow-bellied Marmot",40.348897,-105.636313,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2694,-105.636313,40.348897,TRUE
"1148",1148,"Yellow-bellied Marmot",40.440355,-105.753317,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3554,-105.753317,40.440355,TRUE
"1149",1149,"Yellow-bellied Marmot",40.414356,-105.725086,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3682,-105.725086,40.414356,TRUE
"1150",1150,"Yellow-bellied Marmot",39.582513,-105.668922,2020,"Jul","HUMAN_OBSERVATION","LC","2020",4121,-105.668922,39.582513,TRUE
"1151",1151,"Yellow-bellied Marmot",39.387441,-106.101785,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3671,-106.101785,39.387441,TRUE
"1152",1152,"Yellow-bellied Marmot",40.412842,-105.734344,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3595,-105.734344,40.412842,TRUE
"1153",1153,"Yellow-bellied Marmot",40.412216,-105.730859,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3682,-105.730859,40.412216,TRUE
"1154",1154,"Yellow-bellied Marmot",37.5,-107.8,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2283,-107.8,37.5,TRUE
"1155",1155,"Yellow-bellied Marmot",40.059189,-105.319992,2020,"Jul","HUMAN_OBSERVATION","LC","2020",1922,-105.319992,40.059189,TRUE
"1156",1156,"Yellow-bellied Marmot",40.523225,-105.595213,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3483,-105.595213,40.523225,TRUE
"1157",1157,"Yellow-bellied Marmot",40.392871,-105.695596,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3489,-105.695596,40.392871,TRUE
"1158",1158,"Yellow-bellied Marmot",40.44149,-105.753202,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3554,-105.753202,40.44149,TRUE
"1159",1159,"Yellow-bellied Marmot",40.425048,-105.753728,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3674,-105.753728,40.425048,TRUE
"1160",1160,"Yellow-bellied Marmot",39.034163,-107.993387,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3130,-107.993387,39.034163,TRUE
"1161",1161,"Yellow-bellied Marmot",40.450781,-106.91439,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2142,-106.91439,40.450781,TRUE
"1162",1162,"Yellow-bellied Marmot",40.34359,-105.683639,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2961,-105.683639,40.34359,TRUE
"1163",1163,"Yellow-bellied Marmot",40.372055,-105.778795,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3763,-105.778795,40.372055,TRUE
"1164",1164,"Yellow-bellied Marmot",39.99738,-107.230611,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2955,-107.230611,39.99738,TRUE
"1165",1165,"Yellow-bellied Marmot",40.843284,-105.647082,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2602,-105.647082,40.843284,TRUE
"1166",1166,"Yellow-bellied Marmot",38.433459,-106.255959,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3619,-106.255959,38.433459,TRUE
"1167",1167,"Yellow-bellied Marmot",40.356816,-105.6924,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3324,-105.6924,40.356816,TRUE
"1168",1168,"Yellow-bellied Marmot",40.342793,-105.683639,2020,"Jul","HUMAN_OBSERVATION","LC","2020",2961,-105.683639,40.342793,TRUE
"1169",1169,"Yellow-bellied Marmot",39.557967,-107.308476,2020,"Jul","HUMAN_OBSERVATION","LC","2020",1897,-107.308476,39.557967,TRUE
"1170",1170,"Yellow-bellied Marmot",38.955704,-107.076032,2020,"Jul","HUMAN_OBSERVATION","LC","2020",3004,-107.076032,38.955704,TRUE
"1171",1171,"Yellow-bellied Marmot",39.894004,-105.249854,2020,"Jul","HUMAN_OBSERVATION","LC","2020",1890,-105.249854,39.894004,TRUE
"1172",1172,"Yellow-bellied Marmot",39.591918,-105.743543,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3815,-105.743543,39.591918,TRUE
"1173",1173,"Yellow-bellied Marmot",40.311199,-105.681448,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3560,-105.681448,40.311199,TRUE
"1174",1174,"Yellow-bellied Marmot",39.410148,-106.144564,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3560,-106.144564,39.410148,TRUE
"1175",1175,"Yellow-bellied Marmot",39.10465,-106.9288,2020,"Aug","HUMAN_OBSERVATION","LC","2020",2914,-106.9288,39.10465,TRUE
"1176",1176,"Yellow-bellied Marmot",37.084348,-106.498973,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3313,-106.498973,37.084348,TRUE
"1177",1177,"Yellow-bellied Marmot",40.069556,-105.614056,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3333,-105.614056,40.069556,TRUE
"1178",1178,"Yellow-bellied Marmot",37.929294,-107.199157,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3437,-107.199157,37.929294,TRUE
"1179",1179,"Yellow-bellied Marmot",37.657481,-107.810972,2020,"Aug","HUMAN_OBSERVATION","LC","2020",2760,-107.810972,37.657481,TRUE
"1180",1180,"Yellow-bellied Marmot",40.372111,-105.778831,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3763,-105.778831,40.372111,TRUE
"1181",1181,"Yellow-bellied Marmot",39.592875,-105.743022,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3815,-105.743022,39.592875,TRUE
"1182",1182,"Yellow-bellied Marmot",37.939101,-107.136696,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3622,-107.136696,37.939101,TRUE
"1183",1183,"Yellow-bellied Marmot",40.414417,-105.724067,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3683,-105.724067,40.414417,TRUE
"1184",1184,"Yellow-bellied Marmot",40.439112,-105.764611,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3604,-105.764611,40.439112,TRUE
"1185",1185,"Yellow-bellied Marmot",37.929187,-107.19929,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3437,-107.19929,37.929187,TRUE
"1186",1186,"Yellow-bellied Marmot",39.615616,-106.522312,2020,"Aug","HUMAN_OBSERVATION","LC","2020",2446,-106.522312,39.615616,TRUE
"1187",1187,"Yellow-bellied Marmot",39.547557,-106.188721,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3628,-106.188721,39.547557,TRUE
"1188",1188,"Yellow-bellied Marmot",37.366711,-106.696514,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3853,-106.696514,37.366711,TRUE
"1189",1189,"Yellow-bellied Marmot",37.77856,-107.840067,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3802,-107.840067,37.77856,TRUE
"1190",1190,"Yellow-bellied Marmot",40.280774,-105.666672,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3421,-105.666672,40.280774,TRUE
"1191",1191,"Yellow-bellied Marmot",39.833772,-105.679612,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3488,-105.679612,39.833772,TRUE
"1192",1192,"Yellow-bellied Marmot",37.910925,-107.627447,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3746,-107.627447,37.910925,TRUE
"1193",1193,"Yellow-bellied Marmot",38.84516,-105.050773,2020,"Aug","HUMAN_OBSERVATION","LC","2020",4025,-105.050773,38.84516,TRUE
"1194",1194,"Yellow-bellied Marmot",40.442747,-105.749715,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3535,-105.749715,40.442747,TRUE
"1195",1195,"Yellow-bellied Marmot",38.958193,-106.98778,2020,"Aug","HUMAN_OBSERVATION","LC","2020",2897,-106.98778,38.958193,TRUE
"1196",1196,"Yellow-bellied Marmot",38.862662,-105.074617,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3899,-105.074617,38.862662,TRUE
"1197",1197,"Yellow-bellied Marmot",38.703365,-106.346223,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3080,-106.346223,38.703365,TRUE
"1198",1198,"Yellow-bellied Marmot",38.959704,-106.988636,2020,"Aug","HUMAN_OBSERVATION","LC","2020",2978,-106.988636,38.959704,TRUE
"1199",1199,"Yellow-bellied Marmot",38.958539,-106.986964,2020,"Aug","HUMAN_OBSERVATION","LC","2020",2978,-106.986964,38.958539,TRUE
"1200",1200,"Yellow-bellied Marmot",39.010705,-107.116318,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3696,-107.116318,39.010705,TRUE
"1201",1201,"Yellow-bellied Marmot",38.958527,-106.986981,2020,"Aug","HUMAN_OBSERVATION","LC","2020",2978,-106.986981,38.958527,TRUE
"1202",1202,"Yellow-bellied Marmot",39.055206,-107.02535,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3656,-107.02535,39.055206,TRUE
"1203",1203,"Yellow-bellied Marmot",39.051389,-107.017605,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3695,-107.017605,39.051389,TRUE
"1204",1204,"Yellow-bellied Marmot",39.39721,-106.106409,2020,"Aug","HUMAN_OBSERVATION","LC","2020",4146,-106.106409,39.39721,TRUE
"1205",1205,"Yellow-bellied Marmot",39.402488,-106.053908,2020,"Aug","HUMAN_OBSERVATION","LC","2020",3208,-106.053908,39.402488,TRUE
"1206",1206,"Yellow-bellied Marmot",38.984677,-106.49092,2020,"Sep","HUMAN_OBSERVATION","LC","2020",3363,-106.49092,38.984677,TRUE
"1207",1207,"Yellow-bellied Marmot",38.857503,-105.064697,2020,"Sep","HUMAN_OBSERVATION","LC","2020",3941,-105.064697,38.857503,TRUE
"1208",1208,"Yellow-bellied Marmot",37.643889,-107.236667,2020,"Sep","HUMAN_OBSERVATION","LC","2020",3221,-107.236667,37.643889,TRUE
"1209",1209,"Yellow-bellied Marmot",38.77252,-106.764778,2020,"Sep","HUMAN_OBSERVATION","LC","2020",2795,-106.764778,38.77252,TRUE
"1210",1210,"Yellow-bellied Marmot",39.385788,-106.099007,2020,"Sep","HUMAN_OBSERVATION","LC","2020",3574,-106.099007,39.385788,TRUE
"1211",1211,"Yellow-bellied Marmot",39.224637,-107.81128,2020,"Sep","HUMAN_OBSERVATION","LC","2020",2435,-107.81128,39.224637,TRUE
"1212",1212,"Yellow-bellied Marmot",40.282572,-105.664963,2020,"Sep","HUMAN_OBSERVATION","LC","2020",3500,-105.664963,40.282572,TRUE
"1213",1213,"Yellow-bellied Marmot",39.690109,-105.107258,2020,"Sep","HUMAN_OBSERVATION","LC","2020",1715,-105.107258,39.690109,TRUE
"1214",1214,"Yellow-bellied Marmot",39.598014,-105.690767,2020,"Sep","HUMAN_OBSERVATION","LC","2020",3582,-105.690767,39.598014,TRUE
"1215",1215,"Yellow-bellied Marmot",39.316966,-106.12966,2020,"Sep","HUMAN_OBSERVATION","LC","2020",3628,-106.12966,39.316966,TRUE
"1216",1216,"Yellow-bellied Marmot",38.95861,-106.986866,2020,"Sep","HUMAN_OBSERVATION","LC","2020",2978,-106.986866,38.95861,TRUE
"1217",1217,"Yellow-bellied Marmot",37.897022,-107.76134,2020,"Oct","HUMAN_OBSERVATION","LC","2020",3769,-107.76134,37.897022,TRUE
"1218",1218,"Yellow-bellied Marmot",38.047238,-107.668292,2020,"Nov","HUMAN_OBSERVATION","LC","2020",2955,-107.668292,38.047238,TRUE
"1219",1219,"Yellow-bellied Marmot",39.588333,-105.643928,2019,"Jan","HUMAN_OBSERVATION","LC","2019",4187,-105.643928,39.588333,TRUE
"1220",1220,"Yellow-bellied Marmot",40.466282,-106.819127,2019,"Apr","HUMAN_OBSERVATION","LC","2019",2075,-106.819127,40.466282,TRUE
"1221",1221,"Yellow-bellied Marmot",40.198874,-105.601113,2019,"May","HUMAN_OBSERVATION","LC","2019",3013,-105.601113,40.198874,TRUE
"1222",1222,"Yellow-bellied Marmot",38.87315,-105.075919,2019,"May","HUMAN_OBSERVATION","LC","2019",3726,-105.075919,38.87315,TRUE
"1223",1223,"Yellow-bellied Marmot",39.677362,-107.70029,2019,"May","HUMAN_OBSERVATION","LC","2019",2118,-107.70029,39.677362,TRUE
"1224",1224,"Yellow-bellied Marmot",40.385987,-105.557512,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2466,-105.557512,40.385987,TRUE
"1225",1225,"Yellow-bellied Marmot",38.958763,-106.989805,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2978,-106.989805,38.958763,TRUE
"1226",1226,"Yellow-bellied Marmot",38.959167,-106.989723,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2978,-106.989723,38.959167,TRUE
"1227",1227,"Yellow-bellied Marmot",37.354505,-108.620504,2019,"Jun","HUMAN_OBSERVATION","LC","2019",1883,-108.620504,37.354505,TRUE
"1228",1228,"Yellow-bellied Marmot",39.58822,-105.643997,2019,"Jun","HUMAN_OBSERVATION","LC","2019",4187,-105.643997,39.58822,TRUE
"1229",1229,"Yellow-bellied Marmot",38.958492,-106.988533,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2978,-106.988533,38.958492,TRUE
"1230",1230,"Yellow-bellied Marmot",40.387779,-105.630836,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2841,-105.630836,40.387779,TRUE
"1231",1231,"Yellow-bellied Marmot",39.661396,-105.880079,2019,"Jun","HUMAN_OBSERVATION","LC","2019",3633,-105.880079,39.661396,TRUE
"1232",1232,"Yellow-bellied Marmot",38.841283,-106.324313,2019,"Jun","HUMAN_OBSERVATION","LC","2019",3772,-106.324313,38.841283,TRUE
"1233",1233,"Yellow-bellied Marmot",37.935603,-107.843597,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2912,-107.843597,37.935603,TRUE
"1234",1234,"Yellow-bellied Marmot",40.395836,-105.713783,2019,"Jun","HUMAN_OBSERVATION","LC","2019",3520,-105.713783,40.395836,TRUE
"1235",1235,"Yellow-bellied Marmot",40.349803,-105.616128,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2564,-105.616128,40.349803,TRUE
"1236",1236,"Yellow-bellied Marmot",40.411992,-105.733003,2019,"Jun","HUMAN_OBSERVATION","LC","2019",3682,-105.733003,40.411992,TRUE
"1237",1237,"Yellow-bellied Marmot",39.518695,-105.423142,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2772,-105.423142,39.518695,TRUE
"1238",1238,"Yellow-bellied Marmot",39.513263,-105.41755,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2766,-105.41755,39.513263,TRUE
"1239",1239,"Yellow-bellied Marmot",40.395837,-105.713805,2019,"Jun","HUMAN_OBSERVATION","LC","2019",3520,-105.713805,40.395837,TRUE
"1240",1240,"Yellow-bellied Marmot",38.957827,-106.987629,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2897,-106.987629,38.957827,TRUE
"1241",1241,"Yellow-bellied Marmot",40.284232,-105.665824,2019,"Jun","HUMAN_OBSERVATION","LC","2019",3222,-105.665824,40.284232,TRUE
"1242",1242,"Yellow-bellied Marmot",40.106492,-105.686828,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2842,-105.686828,40.106492,TRUE
"1243",1243,"Yellow-bellied Marmot",40.051928,-106.172143,2019,"Jun","HUMAN_OBSERVATION","LC","2019",2339,-106.172143,40.051928,TRUE
"1244",1244,"Yellow-bellied Marmot",40.262363,-105.598878,2019,"Jun","HUMAN_OBSERVATION","LC","2019",3516,-105.598878,40.262363,TRUE
"1245",1245,"Yellow-bellied Marmot",38.958239,-106.988577,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2897,-106.988577,38.958239,TRUE
"1246",1246,"Yellow-bellied Marmot",38.959,-106.986625,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2978,-106.986625,38.959,TRUE
"1247",1247,"Yellow-bellied Marmot",38.959652,-106.988335,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2978,-106.988335,38.959652,TRUE
"1248",1248,"Yellow-bellied Marmot",38.959772,-106.988437,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2978,-106.988437,38.959772,TRUE
"1249",1249,"Yellow-bellied Marmot",38.959721,-106.988335,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2978,-106.988335,38.959721,TRUE
"1250",1250,"Yellow-bellied Marmot",38.900588,-107.004569,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2838,-107.004569,38.900588,TRUE
"1251",1251,"Yellow-bellied Marmot",39.104989,-106.929025,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2914,-106.929025,39.104989,TRUE
"1252",1252,"Yellow-bellied Marmot",39.121551,-106.907238,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2765,-106.907238,39.121551,TRUE
"1253",1253,"Yellow-bellied Marmot",37.474759,-106.793583,2019,"Jul","HUMAN_OBSERVATION","LC","2019",3321,-106.793583,37.474759,TRUE
"1254",1254,"Yellow-bellied Marmot",40.412912,-105.739727,2019,"Jul","HUMAN_OBSERVATION","LC","2019",3595,-105.739727,40.412912,TRUE
"1255",1255,"Yellow-bellied Marmot",40.441006,-105.75448,2019,"Jul","HUMAN_OBSERVATION","LC","2019",3554,-105.75448,40.441006,TRUE
"1256",1256,"Yellow-bellied Marmot",40.396103,-105.713632,2019,"Jul","HUMAN_OBSERVATION","LC","2019",3520,-105.713632,40.396103,TRUE
"1257",1257,"Yellow-bellied Marmot",39.248487,-106.471833,2019,"Jul","HUMAN_OBSERVATION","LC","2019",3360,-106.471833,39.248487,TRUE
"1258",1258,"Yellow-bellied Marmot",40.067342,-105.364693,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2275,-105.364693,40.067342,TRUE
"1259",1259,"Yellow-bellied Marmot",40.193816,-105.301428,2019,"Jul","HUMAN_OBSERVATION","LC","2019",1768,-105.301428,40.193816,TRUE
"1260",1260,"Yellow-bellied Marmot",39.583667,-105.626822,2019,"Jul","HUMAN_OBSERVATION","LC","2019",3955,-105.626822,39.583667,TRUE
"1261",1261,"Yellow-bellied Marmot",37.458238,-106.799983,2019,"Jul","HUMAN_OBSERVATION","LC","2019",3457,-106.799983,37.458238,TRUE
"1262",1262,"Yellow-bellied Marmot",39.90119,-106.06596,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2751,-106.06596,39.90119,TRUE
"1263",1263,"Yellow-bellied Marmot",40.366325,-106.634882,2019,"Jul","HUMAN_OBSERVATION","LC","2019",2903,-106.634882,40.366325,TRUE
"1264",1264,"Yellow-bellied Marmot",40.284166,-105.665541,2019,"Jul","HUMAN_OBSERVATION","LC","2019",3222,-105.665541,40.284166,TRUE
