"","X","Species","decimalLatitude","decimalLongitude","year","month","basisOfRecord","iucnRedListCategory","year_char","elevation","decimalLongitude.1","decimalLatitude.1","optional"
"575",575,"Elk",40.368955,-105.569953,2018,"Oct","HUMAN_OBSERVATION","LC","2018",2484,-105.569953,40.368955,TRUE
"576",576,"Elk",39.391687,-105.812278,2018,"Oct","HUMAN_OBSERVATION","LC","2018",2941,-105.812278,39.391687,TRUE
"577",577,"Elk",40.377913,-105.516433,2018,"Oct","HUMAN_OBSERVATION","LC","2018",2304,-105.516433,40.377913,TRUE
"578",578,"Elk",40.270484,-105.833674,2018,"Oct","HUMAN_OBSERVATION","LC","2018",2657,-105.833674,40.270484,TRUE
"579",579,"Elk",40.375099,-105.502373,2018,"Nov","HUMAN_OBSERVATION","LC","2018",2295,-105.502373,40.375099,TRUE
"580",580,"Elk",37.345118,-107.103047,2018,"Nov","HUMAN_OBSERVATION","LC","2018",2414,-107.103047,37.345118,TRUE
"581",581,"Elk",40.377133,-105.521155,2018,"Nov","HUMAN_OBSERVATION","LC","2018",2315,-105.521155,40.377133,TRUE
"582",582,"Elk",40.359392,-105.59572,2018,"Nov","HUMAN_OBSERVATION","LC","2018",2516,-105.59572,40.359392,TRUE
"583",583,"Elk",39.878206,-105.211195,2018,"Dec","HUMAN_OBSERVATION","LC","2018",1849,-105.211195,39.878206,TRUE
"584",584,"Elk",40.649856,-107.310931,2018,"Dec","HUMAN_OBSERVATION","LC","2018",2086,-107.310931,40.649856,TRUE
"585",585,"Elk",40.384483,-105.194496,2018,"Dec","HUMAN_OBSERVATION","LC","2018",1614,-105.194496,40.384483,TRUE
"586",586,"Elk",40.36597,-105.583591,2017,"Jan","HUMAN_OBSERVATION","LC","2017",2511,-105.583591,40.36597,TRUE
"587",587,"Elk",39.958076,-105.343673,2017,"Jan","HUMAN_OBSERVATION","LC","2017",2201,-105.343673,39.958076,TRUE
"588",588,"Elk",39.502308,-107.312032,2017,"Jan","HUMAN_OBSERVATION","LC","2017",1842,-107.312032,39.502308,TRUE
"589",589,"Elk",40.389024,-105.602755,2017,"Jan","HUMAN_OBSERVATION","LC","2017",2706,-105.602755,40.389024,TRUE
"590",590,"Elk",39.971595,-105.349102,2017,"Feb","HUMAN_OBSERVATION","LC","2017",2330,-105.349102,39.971595,TRUE
"591",591,"Elk",39.959557,-105.345304,2017,"Mar","HUMAN_OBSERVATION","LC","2017",2236,-105.345304,39.959557,TRUE
"592",592,"Elk",40.273458,-105.296271,2017,"Apr","HUMAN_OBSERVATION","LC","2017",1773,-105.296271,40.273458,TRUE
"593",593,"Elk",40.372788,-105.612828,2017,"Apr","HUMAN_OBSERVATION","LC","2017",2583,-105.612828,40.372788,TRUE
"594",594,"Elk",40.404028,-105.626578,2017,"Apr","HUMAN_OBSERVATION","LC","2017",2615,-105.626578,40.404028,TRUE
"595",595,"Elk",40.661599,-105.396131,2017,"Apr","HUMAN_OBSERVATION","LC","2017",2182,-105.396131,40.661599,TRUE
"596",596,"Elk",40.559743,-105.171831,2017,"Apr","HUMAN_OBSERVATION","LC","2017",1707,-105.171831,40.559743,TRUE
"597",597,"Elk",38.53164,-107.711862,2017,"Apr","HUMAN_OBSERVATION","LC","2017",2398,-107.711862,38.53164,TRUE
"598",598,"Elk",40.37675,-105.520813,2017,"May","HUMAN_OBSERVATION","LC","2017",2315,-105.520813,40.37675,TRUE
"599",599,"Elk",40.378285,-105.5138,2017,"May","HUMAN_OBSERVATION","LC","2017",2304,-105.5138,40.378285,TRUE
"600",600,"Elk",39.962614,-105.346114,2017,"May","HUMAN_OBSERVATION","LC","2017",2236,-105.346114,39.962614,TRUE
"601",601,"Elk",39.692118,-105.293299,2017,"May","HUMAN_OBSERVATION","LC","2017",2405,-105.293299,39.692118,TRUE
"602",602,"Elk",40.141315,-105.317087,2017,"May","HUMAN_OBSERVATION","LC","2017",2001,-105.317087,40.141315,TRUE
"603",603,"Elk",40.342697,-105.478486,2017,"May","HUMAN_OBSERVATION","LC","2017",2653,-105.478486,40.342697,TRUE
"604",604,"Elk",40.410341,-105.719633,2017,"Jun","HUMAN_OBSERVATION","LC","2017",3683,-105.719633,40.410341,TRUE
"605",605,"Elk",40.441466,-105.753381,2017,"Jun","HUMAN_OBSERVATION","LC","2017",3554,-105.753381,40.441466,TRUE
"606",606,"Elk",37.670623,-105.589943,2017,"Jun","HUMAN_OBSERVATION","LC","2017",2359,-105.589943,37.670623,TRUE
"607",607,"Elk",40.310147,-105.644088,2017,"Jun","HUMAN_OBSERVATION","LC","2017",2916,-105.644088,40.310147,TRUE
"608",608,"Elk",40.305978,-105.540047,2017,"Jun","HUMAN_OBSERVATION","LC","2017",2769,-105.540047,40.305978,TRUE
"609",609,"Elk",40.413406,-105.744865,2017,"Jun","HUMAN_OBSERVATION","LC","2017",3524,-105.744865,40.413406,TRUE
"610",610,"Elk",40.411003,-105.731766,2017,"Jun","HUMAN_OBSERVATION","LC","2017",3682,-105.731766,40.411003,TRUE
"611",611,"Elk",37.947307,-107.839054,2017,"Jun","HUMAN_OBSERVATION","LC","2017",2677,-107.839054,37.947307,TRUE
"612",612,"Elk",40.356037,-105.607148,2017,"Jun","HUMAN_OBSERVATION","LC","2017",2458,-105.607148,40.356037,TRUE
"613",613,"Elk",40.367735,-105.573978,2017,"Jun","HUMAN_OBSERVATION","LC","2017",2484,-105.573978,40.367735,TRUE
"614",614,"Elk",40.401358,-105.709922,2017,"Jun","HUMAN_OBSERVATION","LC","2017",3643,-105.709922,40.401358,TRUE
"615",615,"Elk",39.566978,-104.984537,2017,"Jun","HUMAN_OBSERVATION","LC","2017",1716,-104.984537,39.566978,TRUE
"616",616,"Elk",40.398544,-105.573967,2017,"Jun","HUMAN_OBSERVATION","LC","2017",2479,-105.573967,40.398544,TRUE
"617",617,"Elk",40.36595,-105.557935,2017,"Jun","HUMAN_OBSERVATION","LC","2017",2359,-105.557935,40.36595,TRUE
"618",618,"Elk",40.411496,-105.735887,2017,"Jun","HUMAN_OBSERVATION","LC","2017",3595,-105.735887,40.411496,TRUE
"619",619,"Elk",39.138579,-106.333358,2017,"Jun","HUMAN_OBSERVATION","LC","2017",2901,-106.333358,39.138579,TRUE
"620",620,"Elk",40.435942,-105.762652,2017,"Jun","HUMAN_OBSERVATION","LC","2017",3604,-105.762652,40.435942,TRUE
"621",621,"Elk",40.42283,-105.810388,2017,"Jul","HUMAN_OBSERVATION","LC","2017",3339,-105.810388,40.42283,TRUE
"622",622,"Elk",40.3366,-105.597239,2017,"Jul","HUMAN_OBSERVATION","LC","2017",2609,-105.597239,40.3366,TRUE
"623",623,"Elk",40.428836,-105.76707,2017,"Jul","HUMAN_OBSERVATION","LC","2017",3502,-105.76707,40.428836,TRUE
"624",624,"Elk",40.483791,-105.688482,2017,"Jul","HUMAN_OBSERVATION","LC","2017",3533,-105.688482,40.483791,TRUE
"625",625,"Elk",40.3035,-105.844537,2017,"Jul","HUMAN_OBSERVATION","LC","2017",2673,-105.844537,40.3035,TRUE
"626",626,"Elk",40.341397,-105.57272,2017,"Jul","HUMAN_OBSERVATION","LC","2017",2452,-105.57272,40.341397,TRUE
"627",627,"Elk",40.402451,-105.711329,2017,"Jul","HUMAN_OBSERVATION","LC","2017",3643,-105.711329,40.402451,TRUE
"628",628,"Elk",37.875105,-107.055361,2017,"Jul","HUMAN_OBSERVATION","LC","2017",3723,-107.055361,37.875105,TRUE
"629",629,"Elk",40.332151,-105.855331,2017,"Jul","HUMAN_OBSERVATION","LC","2017",2699,-105.855331,40.332151,TRUE
"630",630,"Elk",40.403713,-105.710717,2017,"Jul","HUMAN_OBSERVATION","LC","2017",3643,-105.710717,40.403713,TRUE
"631",631,"Elk",40.366736,-105.577628,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2581,-105.577628,40.366736,TRUE
"632",632,"Elk",40.421708,-105.752403,2017,"Aug","HUMAN_OBSERVATION","LC","2017",3593,-105.752403,40.421708,TRUE
"633",633,"Elk",40.294526,-105.654189,2017,"Aug","HUMAN_OBSERVATION","LC","2017",3124,-105.654189,40.294526,TRUE
"634",634,"Elk",40.399701,-105.822673,2017,"Aug","HUMAN_OBSERVATION","LC","2017",3227,-105.822673,40.399701,TRUE
"635",635,"Elk",40.378525,-105.520141,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2315,-105.520141,40.378525,TRUE
"636",636,"Elk",40.375319,-105.592003,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2700,-105.592003,40.375319,TRUE
"637",637,"Elk",40.406438,-105.624576,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2627,-105.624576,40.406438,TRUE
"638",638,"Elk",40.062852,-105.925585,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2450,-105.925585,40.062852,TRUE
"639",639,"Elk",40.06286,-105.9256,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2450,-105.9256,40.06286,TRUE
"640",640,"Elk",40.38087,-105.533633,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2354,-105.533633,40.38087,TRUE
"641",641,"Elk",39.221844,-106.92624,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2445,-106.92624,39.221844,TRUE
"642",642,"Elk",37.948186,-107.847344,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2679,-107.847344,37.948186,TRUE
"643",643,"Elk",37.96605,-107.841147,2017,"Aug","HUMAN_OBSERVATION","LC","2017",3152,-107.841147,37.96605,TRUE
"644",644,"Elk",40.401725,-105.848861,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2814,-105.848861,40.401725,TRUE
"645",645,"Elk",40.352567,-105.605522,2017,"Aug","HUMAN_OBSERVATION","LC","2017",2458,-105.605522,40.352567,TRUE
"646",646,"Elk",40.425367,-105.805297,2017,"Aug","HUMAN_OBSERVATION","LC","2017",3319,-105.805297,40.425367,TRUE
"647",647,"Elk",40.441008,-105.753784,2017,"Sep","HUMAN_OBSERVATION","LC","2017",3554,-105.753784,40.441008,TRUE
"648",648,"Elk",40.372886,-105.49261,2017,"Sep","HUMAN_OBSERVATION","LC","2017",2293,-105.49261,40.372886,TRUE
"649",649,"Elk",40.43987,-105.766747,2017,"Sep","HUMAN_OBSERVATION","LC","2017",3514,-105.766747,40.43987,TRUE
"650",650,"Elk",40.363723,-105.612229,2017,"Sep","HUMAN_OBSERVATION","LC","2017",2548,-105.612229,40.363723,TRUE
"651",651,"Elk",39.644029,-105.364765,2017,"Sep","HUMAN_OBSERVATION","LC","2017",2278,-105.364765,39.644029,TRUE
"652",652,"Elk",39.503348,-105.38351,2017,"Sep","HUMAN_OBSERVATION","LC","2017",2570,-105.38351,39.503348,TRUE
"653",653,"Elk",40.388578,-105.674142,2017,"Sep","HUMAN_OBSERVATION","LC","2017",3207,-105.674142,40.388578,TRUE
"654",654,"Elk",38.833882,-104.821363,2017,"Sep","HUMAN_OBSERVATION","LC","2017",1839,-104.821363,38.833882,TRUE
"655",655,"Elk",40.357239,-105.699476,2017,"Sep","HUMAN_OBSERVATION","LC","2017",3324,-105.699476,40.357239,TRUE
"656",656,"Elk",40.383284,-105.626922,2017,"Sep","HUMAN_OBSERVATION","LC","2017",2765,-105.626922,40.383284,TRUE
"657",657,"Elk",37.927708,-105.762093,2017,"Sep","HUMAN_OBSERVATION","LC","2017",2316,-105.762093,37.927708,TRUE
"658",658,"Elk",40.40992,-105.718575,2017,"Sep","HUMAN_OBSERVATION","LC","2017",3683,-105.718575,40.40992,TRUE
"659",659,"Elk",40.370847,-105.85692,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2752,-105.85692,40.370847,TRUE
"660",660,"Elk",40.388313,-105.610695,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2712,-105.610695,40.388313,TRUE
"661",661,"Elk",40.376187,-105.504695,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2295,-105.504695,40.376187,TRUE
"662",662,"Elk",40.364289,-105.578356,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2523,-105.578356,40.364289,TRUE
"663",663,"Elk",37.946111,-107.835833,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2677,-107.835833,37.946111,TRUE
"664",664,"Elk",39.486006,-105.323114,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2629,-105.323114,39.486006,TRUE
"665",665,"Elk",40.37297,-105.530058,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2332,-105.530058,40.37297,TRUE
"666",666,"Elk",40.346756,-105.533638,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2489,-105.533638,40.346756,TRUE
"667",667,"Elk",40.359169,-105.586731,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2511,-105.586731,40.359169,TRUE
"668",668,"Elk",37.952649,-105.750952,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2325,-105.750952,37.952649,TRUE
"669",669,"Elk",40.354971,-105.560804,2017,"Oct","HUMAN_OBSERVATION","LC","2017",2400,-105.560804,40.354971,TRUE
"670",670,"Elk",40.380787,-105.519225,2017,"Dec","HUMAN_OBSERVATION","LC","2017",2315,-105.519225,40.380787,TRUE
"671",671,"Elk",39.627371,-105.27488,2017,"Dec","HUMAN_OBSERVATION","LC","2017",2322,-105.27488,39.627371,TRUE
"672",672,"Elk",40.656749,-106.286318,2017,"Dec","HUMAN_OBSERVATION","LC","2017",2490,-106.286318,40.656749,TRUE
"673",673,"Elk",39.085889,-105.245965,2016,"Feb","HUMAN_OBSERVATION","LC","2016",2654,-105.245965,39.085889,TRUE
"674",674,"Elk",38.21332,-107.502574,2016,"Feb","HUMAN_OBSERVATION","LC","2016",3194,-107.502574,38.21332,TRUE
"675",675,"Elk",40.226965,-105.199285,2016,"Mar","HUMAN_OBSERVATION","LC","2016",1725,-105.199285,40.226965,TRUE
"676",676,"Elk",39.699775,-105.210664,2016,"Mar","HUMAN_OBSERVATION","LC","2016",2026,-105.210664,39.699775,TRUE
"677",677,"Elk",37.575728,-104.916385,2016,"Mar","HUMAN_OBSERVATION","LC","2016",2031,-104.916385,37.575728,TRUE
"678",678,"Elk",40.596443,-106.912206,2016,"Apr","HUMAN_OBSERVATION","LC","2016",2100,-106.912206,40.596443,TRUE
"679",679,"Elk",38.790556,-108.655,2016,"Apr","HUMAN_OBSERVATION","LC","2016",2204,-108.655,38.790556,TRUE
"680",680,"Elk",38.209382,-105.543681,2016,"Apr","HUMAN_OBSERVATION","LC","2016",2393,-105.543681,38.209382,TRUE
"681",681,"Elk",39.968859,-105.344762,2016,"May","HUMAN_OBSERVATION","LC","2016",2330,-105.344762,39.968859,TRUE
"682",682,"Elk",38.418629,-105.706501,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.706501,38.418629,TRUE
"683",683,"Elk",38.41957,-105.703754,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.703754,38.41957,TRUE
"684",684,"Elk",38.420377,-105.704269,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.704269,38.420377,TRUE
"685",685,"Elk",38.42078,-105.704098,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.704098,38.42078,TRUE
"686",686,"Elk",38.420242,-105.704784,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.704784,38.420242,TRUE
"687",687,"Elk",40.378626,-105.508811,2016,"May","HUMAN_OBSERVATION","LC","2016",2304,-105.508811,40.378626,TRUE
"688",688,"Elk",38.419973,-105.703583,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.703583,38.419973,TRUE
"689",689,"Elk",38.418586,-105.708011,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.708011,38.418586,TRUE
"690",690,"Elk",38.419839,-105.705299,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.705299,38.419839,TRUE
"691",691,"Elk",38.419704,-105.705643,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.705643,38.419704,TRUE
"692",692,"Elk",38.421184,-105.704441,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.704441,38.421184,TRUE
"693",693,"Elk",38.419435,-105.705471,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.705471,38.419435,TRUE
"694",694,"Elk",38.41957,-105.704269,2016,"May","HUMAN_OBSERVATION","LC","2016",2413,-105.704269,38.41957,TRUE
"695",695,"Elk",40.379412,-105.495262,2016,"May","HUMAN_OBSERVATION","LC","2016",2296,-105.495262,40.379412,TRUE
"696",696,"Elk",40.379422,-105.495247,2016,"May","HUMAN_OBSERVATION","LC","2016",2296,-105.495247,40.379422,TRUE
"697",697,"Elk",40.379425,-105.495317,2016,"May","HUMAN_OBSERVATION","LC","2016",2296,-105.495317,40.379425,TRUE
"698",698,"Elk",40.301392,-105.640503,2016,"May","HUMAN_OBSERVATION","LC","2016",2888,-105.640503,40.301392,TRUE
"699",699,"Elk",39.904275,-105.18986,2016,"May","HUMAN_OBSERVATION","LC","2016",1784,-105.18986,39.904275,TRUE
"700",700,"Elk",39.904135,-105.189806,2016,"May","HUMAN_OBSERVATION","LC","2016",1784,-105.189806,39.904135,TRUE
"701",701,"Elk",40.342793,-105.583389,2016,"May","HUMAN_OBSERVATION","LC","2016",2506,-105.583389,40.342793,TRUE
"702",702,"Elk",40.385782,-105.605543,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2706,-105.605543,40.385782,TRUE
"703",703,"Elk",40.39686,-105.096872,2016,"Jun","HUMAN_OBSERVATION","LC","2016",1519,-105.096872,40.39686,TRUE
"704",704,"Elk",40.363261,-105.543198,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2350,-105.543198,40.363261,TRUE
"705",705,"Elk",40.289031,-105.708845,2016,"Jun","HUMAN_OBSERVATION","LC","2016",3421,-105.708845,40.289031,TRUE
"706",706,"Elk",40.426483,-105.661701,2016,"Jun","HUMAN_OBSERVATION","LC","2016",3273,-105.661701,40.426483,TRUE
"707",707,"Elk",40.313476,-105.650591,2016,"Jun","HUMAN_OBSERVATION","LC","2016",3039,-105.650591,40.313476,TRUE
"708",708,"Elk",40.785702,-106.661285,2016,"Jun","HUMAN_OBSERVATION","LC","2016",3050,-106.661285,40.785702,TRUE
"709",709,"Elk",40.347656,-105.647364,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2689,-105.647364,40.347656,TRUE
"710",710,"Elk",40.257415,-105.732709,2016,"Jun","HUMAN_OBSERVATION","LC","2016",3629,-105.732709,40.257415,TRUE
"711",711,"Elk",40.334847,-105.740326,2016,"Jun","HUMAN_OBSERVATION","LC","2016",3596,-105.740326,40.334847,TRUE
"712",712,"Elk",39.003178,-104.865875,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2082,-104.865875,39.003178,TRUE
"713",713,"Elk",40.402664,-105.600944,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2608,-105.600944,40.402664,TRUE
"714",714,"Elk",40.402211,-105.599306,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2548,-105.599306,40.402211,TRUE
"715",715,"Elk",40.412786,-105.734833,2016,"Jun","HUMAN_OBSERVATION","LC","2016",3595,-105.734833,40.412786,TRUE
"716",716,"Elk",40.413114,-105.734528,2016,"Jun","HUMAN_OBSERVATION","LC","2016",3595,-105.734528,40.413114,TRUE
"717",717,"Elk",40.356703,-105.597258,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2451,-105.597258,40.356703,TRUE
"718",718,"Elk",40.340735,-105.566854,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2452,-105.566854,40.340735,TRUE
"719",719,"Elk",40.43629,-105.853096,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2920,-105.853096,40.43629,TRUE
"720",720,"Elk",39.888933,-105.219019,2016,"Jun","HUMAN_OBSERVATION","LC","2016",1857,-105.219019,39.888933,TRUE
"721",721,"Elk",39.88896,-105.219577,2016,"Jun","HUMAN_OBSERVATION","LC","2016",1857,-105.219577,39.88896,TRUE
"722",722,"Elk",38.787928,-106.21317,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2854,-106.21317,38.787928,TRUE
"723",723,"Elk",40.412644,-105.731767,2016,"Jun","HUMAN_OBSERVATION","LC","2016",3682,-105.731767,40.412644,TRUE
"724",724,"Elk",40.4127,-105.732728,2016,"Jun","HUMAN_OBSERVATION","LC","2016",3682,-105.732728,40.4127,TRUE
"725",725,"Elk",39.904366,-105.189774,2016,"Jun","HUMAN_OBSERVATION","LC","2016",1784,-105.189774,39.904366,TRUE
"726",726,"Elk",40.39498,-105.616188,2016,"Jun","HUMAN_OBSERVATION","LC","2016",2641,-105.616188,40.39498,TRUE
"727",727,"Elk",40.378508,-105.508972,2016,"Jul","HUMAN_OBSERVATION","LC","2016",2304,-105.508972,40.378508,TRUE
"728",728,"Elk",40.393413,-105.695542,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3489,-105.695542,40.393413,TRUE
"729",729,"Elk",40.394128,-105.709953,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3520,-105.709953,40.394128,TRUE
"730",730,"Elk",40.392567,-105.687637,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3354,-105.687637,40.392567,TRUE
"731",731,"Elk",40.412238,-105.732918,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3682,-105.732918,40.412238,TRUE
"732",732,"Elk",40.448022,-105.751189,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3554,-105.751189,40.448022,TRUE
"733",733,"Elk",40.412927,-105.733953,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3595,-105.733953,40.412927,TRUE
"734",734,"Elk",40.448155,-105.750092,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3554,-105.750092,40.448155,TRUE
"735",735,"Elk",38.818201,-105.025005,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3741,-105.025005,38.818201,TRUE
"736",736,"Elk",40.3639,-105.543706,2016,"Jul","HUMAN_OBSERVATION","LC","2016",2350,-105.543706,40.3639,TRUE
"737",737,"Elk",40.363672,-105.543889,2016,"Jul","HUMAN_OBSERVATION","LC","2016",2350,-105.543889,40.363672,TRUE
"738",738,"Elk",40.36413,-105.543803,2016,"Jul","HUMAN_OBSERVATION","LC","2016",2350,-105.543803,40.36413,TRUE
"739",739,"Elk",40.285848,-105.664251,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3222,-105.664251,40.285848,TRUE
"740",740,"Elk",38.969502,-106.930973,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3885,-106.930973,38.969502,TRUE
"741",741,"Elk",40.410903,-105.729341,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3682,-105.729341,40.410903,TRUE
"742",742,"Elk",40.380787,-105.587379,2016,"Jul","HUMAN_OBSERVATION","LC","2016",2929,-105.587379,40.380787,TRUE
"743",743,"Elk",40.406464,-105.403153,2016,"Jul","HUMAN_OBSERVATION","LC","2016",2215,-105.403153,40.406464,TRUE
"744",744,"Elk",40.423494,-105.752897,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3593,-105.752897,40.423494,TRUE
"745",745,"Elk",40.442349,-105.747886,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3535,-105.747886,40.442349,TRUE
"746",746,"Elk",40.441399,-105.767968,2016,"Jul","HUMAN_OBSERVATION","LC","2016",3514,-105.767968,40.441399,TRUE
"747",747,"Elk",40.365921,-105.582085,2016,"Aug","HUMAN_OBSERVATION","LC","2016",2523,-105.582085,40.365921,TRUE
"748",748,"Elk",40.280017,-105.667319,2016,"Aug","HUMAN_OBSERVATION","LC","2016",3421,-105.667319,40.280017,TRUE
"749",749,"Elk",40.33998,-105.597894,2016,"Aug","HUMAN_OBSERVATION","LC","2016",2609,-105.597894,40.33998,TRUE
"750",750,"Elk",40.429832,-105.759544,2016,"Aug","HUMAN_OBSERVATION","LC","2016",3626,-105.759544,40.429832,TRUE
"751",751,"Elk",40.407353,-105.852242,2016,"Aug","HUMAN_OBSERVATION","LC","2016",2823,-105.852242,40.407353,TRUE
"752",752,"Elk",40.423134,-105.752635,2016,"Aug","HUMAN_OBSERVATION","LC","2016",3593,-105.752635,40.423134,TRUE
"753",753,"Elk",40.389639,-105.675602,2016,"Aug","HUMAN_OBSERVATION","LC","2016",3390,-105.675602,40.389639,TRUE
"754",754,"Elk",40.293279,-105.61621,2016,"Aug","HUMAN_OBSERVATION","LC","2016",3157,-105.61621,40.293279,TRUE
"755",755,"Elk",40.335829,-105.625591,2016,"Aug","HUMAN_OBSERVATION","LC","2016",2783,-105.625591,40.335829,TRUE
"756",756,"Elk",40.428306,-105.803781,2016,"Aug","HUMAN_OBSERVATION","LC","2016",3319,-105.803781,40.428306,TRUE
"757",757,"Elk",40.299245,-105.633675,2016,"Aug","HUMAN_OBSERVATION","LC","2016",3096,-105.633675,40.299245,TRUE
"758",758,"Elk",40.400043,-105.623729,2016,"Aug","HUMAN_OBSERVATION","LC","2016",2627,-105.623729,40.400043,TRUE
"759",759,"Elk",40.398716,-105.571455,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2479,-105.571455,40.398716,TRUE
"760",760,"Elk",40.398752,-105.571432,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2479,-105.571432,40.398752,TRUE
"761",761,"Elk",40.358428,-105.556759,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2359,-105.556759,40.358428,TRUE
"762",762,"Elk",40.359074,-105.556408,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2359,-105.556408,40.359074,TRUE
"763",763,"Elk",40.359165,-105.556211,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2359,-105.556211,40.359165,TRUE
"764",764,"Elk",40.359253,-105.556332,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2359,-105.556332,40.359253,TRUE
"765",765,"Elk",40.393097,-105.707588,2016,"Sep","HUMAN_OBSERVATION","LC","2016",3578,-105.707588,40.393097,TRUE
"766",766,"Elk",37.495755,-106.118591,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2326,-106.118591,37.495755,TRUE
"767",767,"Elk",40.353296,-105.615692,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2466,-105.615692,40.353296,TRUE
"768",768,"Elk",40.353885,-105.60419,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2458,-105.60419,40.353885,TRUE
"769",769,"Elk",40.333983,-105.856018,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2723,-105.856018,40.333983,TRUE
"770",770,"Elk",40.396827,-105.649487,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2944,-105.649487,40.396827,TRUE
"771",771,"Elk",40.320294,-105.602678,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2660,-105.602678,40.320294,TRUE
"772",772,"Elk",40.372247,-105.61625,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2583,-105.61625,40.372247,TRUE
"773",773,"Elk",40.41244,-105.688467,2016,"Sep","HUMAN_OBSERVATION","LC","2016",3275,-105.688467,40.41244,TRUE
"774",774,"Elk",40.440583,-105.752476,2016,"Sep","HUMAN_OBSERVATION","LC","2016",3554,-105.752476,40.440583,TRUE
"775",775,"Elk",40.397397,-105.64985,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2944,-105.64985,40.397397,TRUE
"776",776,"Elk",40.452276,-105.715601,2016,"Sep","HUMAN_OBSERVATION","LC","2016",3309,-105.715601,40.452276,TRUE
"777",777,"Elk",40.660225,-107.251858,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2121,-107.251858,40.660225,TRUE
"778",778,"Elk",40.383128,-105.541114,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2354,-105.541114,40.383128,TRUE
"779",779,"Elk",40.352507,-105.59733,2016,"Sep","HUMAN_OBSERVATION","LC","2016",2451,-105.59733,40.352507,TRUE
